Sentence,Sentiment
"Seppala 's revenue increased by 0.2 % to EUR10 .1 m. In Finland , revenue went down by 2.4 % to EUR6 .8 m , while sales abroad rose by 6.2 % to EUR3 .3 m. Sales increased in all the Baltic countries as well as in Russia and Ukraine .",1
$WX Decent pull back . .,0
Covered my small $MWW short @ 7.99 for a .16 loss. Flat on the day. All cash now.,1
Return on equity stood at 18.3 % compared to 15.4 % in the third quarter of 2005 .,1
"The negotiation has resulted in the reduction of 80 people in regular employment , around half of which will be covered with pension arrangements .",0
$ACOM http://stks.co/1G6x Downside breakout looks to be coming soon.,0
Finnish handling systems company Cargotec Oyj ( HEL : CGCBV ) said today that it won a EUR 13 million ( USD 16.6 m ) contract to deliver MacGregor hatch covers for ships ordered by Norwegian shipowner Grieg Shipping .,1
"78 users on Vetr are bearish on Tesla Motors, Inc., indicating a SELL Rating (2 stars) for $TSLA https://t.co/vVpzqCXsNJ",0
"The Nokian tyre proves its high safety excellently in the important driving qualities stability with mark 1.4 , handling 1.5 and braking on wet road with 1.9 .",1
Ruukki signed the contract with Norwegian company Veidekke Entreprenor AS .,1
$GOOGL is setting up above its 50-day moving average. https://t.co/tTm9RnFoXJ,1
Operating cash flow after investments totalled EUR 61.3 mn compared to EUR 75.3 mn in the corresponding period in 2007 .,0
Pharmaceuticals group Orion Corp reported a fall in its third-quarter earnings that were hit by larger expenditures on R&D and marketing .,0
5-star analyst @brianwieser from Pivotal Research upgraded rating on $GOOGL to BUY. Brian has a 79% success rate https://t.co/t0dn02EOH5,1
Hobby Hall 's sales decrease 26 pct due to implementing a new information system that involved changing in the principal of posting sales .,0
"( ADP News ) - Feb 6 , 2009 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR 19.2 million ( USD 24.6 m ) for 2008 from EUR 17.5 million for 2007 .",1
$SPY c'mon bulls buy DIPS!,1
"Kesko Agro Eesti , the retailer and wholesaler of grain , agricultural and warehousing machinery and accessories , had net sales of 81 million euros in 2007 , an increase by one-tenth over the preceding year .",1
$FB & $TSLA cracking lower early. $short #correction #stocks,0
"Operating profit was EUR 24.5 mn , up from EUR 23.0 mn .",1
Finnish software developer Done Solutions Oyj said its net profit increased to 3.5 mln euro ( $ 4.6 mln ) in 2006 from 2.3 mln euro ( $ 3.0 mln ) in 2005 .,1
"Britain's FTSE steadies, supported by Dixons Carphone",1
"ADP News - Nov 13 , 2008 - Finnish printed circuit board PCB maker Aspocomp Group Oyj OMX : ACG1V said today that its net loss narrowed to EUR 2 million USD 2.5 m in the first nine months of 2008 from EUR 57",1
Finnish media group Talentum has issued a profit warning .,0
"FTSE 100 drops 2.5 pct on Glencore, metals price fears",0
The acquisition is part of Ramirent 's strategy to strengthen its position in selected locations .,1
$SBUX getting sold here.,0
With this acquisition Panostaja Oyj further expands its business area specialising in digital printing .,1
"Via the move , the company aims annual savings of some EUR3m , the main part of which are expected to be realized this year .",1
"`` This is a significant milestone for Benefon , helping us to secure critical USP 's for our personal navigation product roadmap for 2007 and beyond , '' commented Simon Button , Chief Technology Officer at Benefon .",1
Kone said in court papers that the union action delayed repairs to elevators at the federal courthouse on Jan. 21 and the Saltonstall state office building on Jan. 23 .,0
The concept enables a commercially affordable way to manufacture high-quality TCO coated glass for the solar industry .,1
Performance in the second half of 2009 exceeded expectations .,1
$ES_F. Nice little cup-and-handle shaping up on the 15-minute. End-of-day $SPY $SPX favours a good day for the index. Will we see a gap open,1
Amazon has been selling surveillance cameras infected with malware $AMZN #Amazon  https://t.co/TohLEQ8FK6 https://t.co/5PR4cBtVVy,0
Net sales dropped by 6 % year-on-year to EUR 11.9 million .,0
"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 .",0
"a January 11 , 2010 EPHC board of directors has approved an increase in the quarterly dividend from $ 0.03 to $ 0.05 per share .",1
$IWM relative weakness is pretty apparent but the short boat is getting full on this one. I prefer the boat closer to empty.,0
"`` The second quarter of 2010 was the firstquarter with growth in net sales since the third quarter of2008 , '' said Magnus Rosen , Ramirent CEO .",1
"In the third quarter of 2010 , net sales increased by 5.2 % to EUR 205.5 mn , and operating profit by 34.9 % to EUR 23.5 mn .",1
bot $AMZN 600 weekly calls here @ 5.93,1
Vaisala 's net profit for the third quarter of 2007 dropped to 3.0 mln euro ( $ 4.3 mln ) from 6.8 mln euro ( $ 9.8 mln ) for the same period of 2006 .,0
"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , expects changes in the market situation to reduce sales of Suominen 's nonwovens and wet wipes from the previously estimated volumes .",0
$BBRY Ready for Take OFF!,1
"Nine banks including Barclays, Citi, agree to pay $2 billion to settle forex ...",0
Diluted earnings per share ( EPS ) declined to EUR 0.78 from EUR 1.76 .,0
Amazon's grocery deal with Morrisons is only the beginning,1
Net sales decreased to EUR 220.5 mn from EUR 470.0 mn in the corresponding period in 2009 .,0
Teva: FDA Approves Generic Version of AstraZeneca Heartburn Drug,1
"The Lithuanian beer market made up 14.41 million liters in January , a rise of 0.8 percent from the year-earlier figure , the Lithuanian Brewers ' Association reporting citing the results from its members .",1
"Cost cutting measures , which have produced around EUR70m of savings over the past nine months , have dampened the airline 's loss , Finnair said .",1
$IACI http://stks.co/tJU Looks good on the weekly chart.,1
Viking Line head Jan Kaarstroem told TT that his company 's ferries were well equipped to handle ice and that all the passengers were safe .,1
"Finnish investment group Panostaja Oyj said its net profit went up to 8.6 mln euro $ 11.4 mln in fiscal 2005-06 , ended October 31 , 2006 , from 2.8 mln euro $ 3.7 mln in the same period of fiscal 2004-05 .",1
AstraZeneca And Daiichi Sankyo To Jointly Commercialise MOVANTIK In The US,1
"All the ferries had run into trouble just outside the Stockholm archipelago , made up of more than 20,000 islands .",0
With this appointment Kaupthing Bank aims to further co-ordinate Capital Markets activities within the Group and to improve the overall service to clients .,1
$SPY Tomorrow party time for the Bears!! $GOOG and $MSFT -5.5%,0
"Operating profit excluding non-recurring items decreased to EUR 6.2 mn from EUR 16.8 mn in 2007 , representing 2.3 % of net sales .",0
"Last year , 8.3 million passengers flew the airline , down 4 percent from 2007 .",0
The insurer anticipates its share in Nordea 's net profit to be significant .,1
"ADP News - Feb 25 , 2009 - Finnish printed circuit board PCB maker Aspocomp Group Oyj HEL : ACG1V said today it swung to a net profit of EUR 300,000 USD 385,000 for 2008 versus a net loss of EUR 65.3 million",1
"Operating profit totaled EUR 825mn , up from EUR 763mn in 2004 .",1
"CEOs of BPM, UBI meet Italy econ minister as M&A talk heats up",1
"It generated an operating loss of EUR 96.3 mn , down from a profit of EUR 43.9 mn .",0
25 March 2011 - Finnish electronics contract manufacturer Scanfil Oyj HEL : SCF1V said today its plan to merge wholly owned Scanfil EMS Group with Ojala-Yhtyma Oy has hit a snag as shareholders of the domestic rival rejected the deal .,0
"Nevertheless , its market share rose to 49.14 percent from 48.51 percent a year earlier .",1
`` Our design team has long admired Marimekko 's vivid patterns and colors .,1
"FTSE falls to 3-month low on Greek debt concerns, easyJet skids",0
Its market share widened to 48.51 percent from 48.31 percent a year earlier .,1
UPDATE 1-AstraZeneca boosts respiratory unit with $575 mln Takeda deal,1
Net sales fell by 33 % from the third quarter of 2008 to EUR 130.5 mn .,0
"Operating profit before non-recurring items was EUR 8.3 mn in the first nine months of 2008 , compared to EUR 8.4 in the corresponding period in 2007 .",0
Do it for me' trend underpins UK sales growth at Kingfisher,1
"Food sales totalled EUR 323.5 mn in October 2009 , representing a decrease of 5.5 % from October 2008 .",0
The fund at fair value will increase correspondingly .,1
"Finnish Suominen Corporation that specialises in wet wipes , nonwovens , and flexible packaging reports net sales of EUR 44.1 mn in the second quarter of 2010 , up from EUR 43.3 mn in the second quarter of 2009 .",1
"In September alone , the market declined by 10.2 percent year-on-year to 19.28 million liters .",0
This is the first time Finnair has been awarded an agreement with the UK government .,1
expecting  $SPY to close above 205.20 $AAPL,1
"The company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year .",1
AstraZeneca suffers setback after drug fails to treat eye cancer,0
`` The trend in the sports and leisure markets was favorable in the first months of the year .,1
"Pre-tax profit totaled EUR 397.4 mn , up from EUR 164.7 mn .",1
Berkshire applies to boost Wells Fargo stake above 10 percent,1
Starbucks' Digital Strategy To Drive Significant Growth With Customer Loyalty https://t.co/9Q7cI79IYO $SBUX,1
The mill has long traditions and holds an established position in the markets .,1
"Lots of metal stocks look like a 5-10% run awaits. Long $SSRI,$PAAS and $NEM but most high quality names should go if metal prices cooperate",1
"$ENDP - we saw a large order in this one last week, someone also accumulating May & Jun 35's Calls today",1
Thank you $GOOG (Google Alphabet) and $FB (Facebook) stocks! What a nice reversal.,1
About Elcoteq Elcoteq SE is a leading electronics manufacturing services ( EMS ) company in the communications technology field .,1
"Lead production , in turn , should increase to 60,000 tonnes through 2009 in what would be a twofold increase from current capacity levels , Zahariev said .",1
Aspocomp has a large factory in China and a factory building project in India that was halted due to financing problems .,0
